eff_entity_id,display_name,pools,stake_ada,delegator_cnt,op_take_ada,fc_ada,margin_ada,reward_ada,median_margin,is_mpo,pledge_tags,ada_per_delegator,op_take_pct,fc_share_pct,margin_share_pct,cell_stake_share_pct,custodial_signal,archetype,reasoning
pool1l6aeyn35nkqkn9lqqlwqnpraakdzuukjrqprcrj3sctk6hhe32k,,1,25738433.352599,1624,304.599623,170.0,134.59962344,6899.981172,0.02,False,,15849.0,4.4,2.5,2.0,0.2,False,,
pool1lfnlxfxxwvjadesxzm4c7grgs3elj70vfdnpjwjmg0ufsqnq52t,,1,25447644.272295,85,370.59499,340.0,30.594989663,9081.425618,0.0035,False,,299384.0,4.1,3.7,0.3,0.2,False,,
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,,1,23916237.835751,979,393.08623,170.0,223.08623005,9093.449202,0.025,False,,24429.0,4.3,1.9,2.5,0.19,False,,
pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,,1,23226707.993186,1046,397.413118,340.0,57.41311804,7516.639755,0.008,False,,22205.0,5.3,4.5,0.8,0.18,False,,
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,,1,22485077.539713,668,592.950343,340.0,252.95034255,8771.678085,0.03,False,,33660.0,6.8,3.9,2.9,0.18,False,,
pool1xru6f3fflzwkptgm68pncrsncg9ngllv0jk8jnz40m7wusfhazk,,1,22201389.45419,1705,411.759375,340.0,71.75937486,7515.937486,0.01,False,,13021.0,5.5,4.5,1.0,0.17,False,,
KTO,,1,19622563.621415,432,230.932937,170.0,60.93293682000001,6263.293682,0.01,True,Low pledge,45423.0,3.7,2.7,1.0,0.15,False,community_branded_fleet,"Automated discovery via pool group and reward address clustering. 10 pools identified, total stake 37,979,323 ADA. Community multi-pool operator pattern detected."
pool1tpy5yawzpetcverves0h6xdycxgrstehfvrkygydt9jcqxwpw3j,,1,19157785.839612,2125,256.154892,170.0,86.1548921523,5952.207527,0.0149,False,,9015.0,4.3,2.9,1.4,0.15,False,,
pool17taqml487n9t4r9a6ppvf9qv0qlw2lu4zcrzwfdsfcv6xp7uqym,,1,19080615.306906,1420,299.463672,240.0,59.46367189229999,3758.560467,0.0169,False,,13437.0,8.0,6.4,1.6,0.15,False,,
pool1zn9hjcmfddhcp2aj9xxuvz7z40rasyatkgavr8ryyz72qdfwtrj,,1,18815431.953441,2712,402.416582,340.0,62.416581660000006,6581.658166,0.01,False,,6938.0,6.1,5.2,0.9,0.15,False,,
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,,1,18569687.269729,212,480.124905,340.0,140.1249051,5010.83017,0.03,False,,87593.0,9.6,6.8,2.8,0.15,False,,
pool18zf8txwv8lmtpq2src8wrhz0pjut5qft8h5tfxnctwc95r7jvvj,,1,18564706.865184,1992,517.709763,340.0,177.70976285999998,6263.658762,0.03,False,,9320.0,8.3,5.4,2.8,0.15,False,,
pool1qku2yhky7sv4dfjfv42uyvauhehuqevk25aw952d7ulzqzx3jcu,,1,18410390.522641,1455,200.4952,170.0,30.49519962,6269.039924,0.005,False,,12653.0,3.2,2.7,0.5,0.14,False,,
pool1fm57fshvdlrgs5pnpk78tnxha0me28equyy96vj0xm85gy5chv0,,1,18395130.813039,2256,370.812344,340.0,30.812344101,3763.593789,0.009,False,,8154.0,9.9,9.0,0.8,0.14,False,,
pool1swe9nsv8lzugakjkfv04dn38scmq48wzynmn0lxasupuzmqcgjm,,1,18303323.813597,1386,202.782848,170.0,32.7828484452,4072.720053,0.0084,False,,13206.0,5.0,4.2,0.8,0.14,False,,
pool1m62sl6rauje9cknrkhwl39tc4hujudkd7gp478dpz7tagmjr8wm,,1,17878252.318972,4184,479.872284,340.0,139.8722837623,4347.801827,0.0349,False,,4273.0,11.0,7.8,3.2,0.14,False,,
pool1aqg6fvhcaulvss2ruvpx6ur9vj7pejvdcxv6xp0qlwuwx94evf0,,1,17844729.168207,3896,402.100219,340.0,62.10021868,3445.010934,0.02,False,,4580.0,11.7,9.9,1.8,0.14,False,,
pool1zmfpd5r5vfwjmwm4cgy53exe58h7plnecny3t4948yw7zumzp4c,,1,17389514.521731,6054,456.781446,340.0,116.781445675,5011.257827,0.025,False,,2872.0,9.1,6.8,2.3,0.14,False,,
pool1u7mqtde27swkarngjsn5mmw3sy20zavlafgqkmg8qv2n2nwga0l,,1,17268471.481379,1673,416.870885,340.0,76.87088519699999,4385.836063,0.019,False,,10322.0,9.5,7.8,1.8,0.14,False,,
pool1vs689gkmqtrljtmcwd2690nzqm2yyq23wk2zzx5g0v0gs5ug64a,,1,15609859.48124,38,372.451736,340.0,32.45173588,4396.466985,0.008,False,,410786.0,8.5,7.7,0.7,0.12,False,,
pool154hq0j6u6ydz62mtlu7xaj78mhreyp0zsv2kq7f0qmne2fu4t7y,,1,15157083.744063,90,396.105922,340.0,56.10592217000001,5950.592217,0.01,False,,168412.0,6.7,5.7,0.9,0.12,False,,
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,,1,14930515.998077,721,404.601679,340.0,64.6016791329,3758.078261,0.0189,False,,20708.0,10.8,9.0,1.7,0.12,False,,
pool1uk2f28awascuhrhuwrp7x6y87x8ch33vwx8jtmrysp7l5ngq78j,,1,14406092.180608,6200,388.35954,340.0,48.3595397126,5325.519558,0.0097,False,,2324.0,7.3,6.4,0.9,0.11,False,,
pool1grgycym8cf0xmgjjr7gx7udmkpu93hqaygysy5myx6ghx8dvl5r,,1,14257319.451037,4202,423.768597,340.0,83.76859716,3132.286572,0.03,False,,3393.0,13.5,10.9,2.7,0.11,False,,
pool1eqj3dzpkcklc2r0v8pt8adrhrshq8m4zsev072ga7a52uj5wv5c,,1,14069346.538328,834,371.656856,340.0,31.65685574,3505.685574,0.01,False,,16870.0,10.6,9.7,0.9,0.11,False,,
pool1ld9hkah2dkzh73pvh9tf6xr0x28us34msv3zcv2sase5vhvq962,,1,13970108.453828,1972,384.948694,340.0,44.948694192000005,5958.586774,0.008,False,,7084.0,6.5,5.7,0.8,0.11,False,,
pool1ujcu3myfg9wwvdyh2ks653954lamtufy3lefjs73jrr327q53j4,,1,13752111.67477,91,401.571207,340.0,61.57120652,1879.280163,0.04,False,,151122.0,21.4,18.1,3.3,0.11,False,,
pool1evg78egp8gfqae273kvmmdee2dnt6vty60dpwdespg4hujznh3a,,1,13730482.763843,789,395.908222,340.0,55.908222174,3446.012343,0.018,False,,17402.0,11.5,9.9,1.6,0.11,False,,
pool18jqumjfevywycjj54m62g74ghds4mmuyqynpwfkaem0xktazlqw,,1,13461688.648874,9,452.198409,340.0,112.198409,5949.92045,0.02,False,,1495743.0,7.6,5.7,1.9,0.11,True,,
pool1e98xlcgj80c3rdmm27v5hnvrdtut52e65uk0ema7ctfag596vr2,,1,13370680.117477,155,389.897052,340.0,49.89705194,5329.705194,0.01,False,,86262.0,7.3,6.4,0.9,0.11,False,,
pool1jjry6f6q0swaq457ft9eclaxaskvrxnpj0v3w8edsyfryml3vj6,,1,13236295.724923,1264,452.637042,340.0,112.63704208,5971.852104,0.02,False,,10472.0,7.6,5.7,1.9,0.1,False,,
pool15txd36fltfgc63qq0yxtpqt88eu76s0yhugn9a6q7f4zspq6k5f,,1,13179549.854763,917,272.754001,170.0,102.754001235,5333.51765,0.0199,False,,14372.0,5.1,3.2,1.9,0.1,False,,
pool1jt7d6ak3m8gnjyxtuxfswe258xzwda80ndl0a57vv5m2zv8h6at,,1,13000161.282902,10646,484.471464,340.0,144.471463835,5321.774615,0.029,False,,1221.0,9.1,6.4,2.7,0.1,False,,
pool1jk25l2pejpdzq8vdjlxrr05th49v9tgd78fqrtxvuw3rumpfc6t,,1,12960587.108739,2842,461.10135,340.0,121.101349782,2811.456118,0.049,False,,4560.0,16.4,12.1,4.3,0.1,False,,
pool1xlphlhnjvfeh40vcqf9fdewztsj6kyxq6604kaccpv00umjfu0d,,1,12458223.085355,5295,479.781242,340.0,139.78124165,3135.624833,0.05,False,,2353.0,15.3,10.8,4.5,0.1,False,,
pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,,1,12430560.788237,1575,438.925555,380.0,58.92555498,6272.555498,0.01,False,,7892.0,7.0,6.1,0.9,0.1,False,,
pool1ue4ngerz28nkpstsr5p53qvl5ulq3jtmllj4my0d0n28yyrn4l4,,1,12022987.261736,52,367.921333,340.0,27.9213333,3132.13333,0.01,False,,231211.0,11.7,10.9,0.9,0.09,False,,
pool1m4njkh73pdj90xxkgaz9dnh7gffweeupft8nfurlntg6cgqfmy8,,1,12007337.84044,5,205.878313,170.0,35.87831307,3757.831307,0.01,False,,2401468.0,5.5,4.5,1.0,0.09,True,,
pool170hmssk80z2ameg7jhj5m8psnkjejcc77vfpd0875yggxhhntd0,,1,11774641.830228,6128,370.781896,340.0,30.781896000000003,1879.0948,0.02,False,,1921.0,19.7,18.1,1.6,0.09,False,,
pool1c86ul4pnqvu7jzag8fjdy6dgrn6pt4ad4vmyq038hyg0wl2kaed,,1,11432594.673734,436,420.882702,340.0,80.88270236000001,4384.135118,0.02,False,,26222.0,9.6,7.8,1.8,0.09,False,,
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,,1,11307643.441432,841,230.687463,170.0,60.68746299,2192.915433,0.03,False,,13445.0,10.5,7.8,2.8,0.09,False,,
pool1x5dfpgp987e4jhxvgczr3wv50nv2pwd873tlx3uthvcasm422q6,,1,11129493.626752,1116,433.42825,340.0,93.42825034,5011.412517,0.02,False,,9973.0,8.6,6.8,1.9,0.09,False,,
pool1lhvpgr8lhsf6h03v9zqxm74pa63rdxx4yuvkqfw4tv9fua8t37a,,1,11011326.381267,120,423.746111,340.0,83.74611069,3131.537023,0.03,False,,91761.0,13.5,10.9,2.7,0.09,False,,
pool1qetkrhjs9fll3nthuxk6zp0ssanf3rszg5wh8x79mg67gsg7vjv,,1,10824613.820362,40,414.367592,340.0,74.3675925,2818.91975,0.03,False,,270615.0,14.7,12.1,2.6,0.09,False,,
pool1q9049mstrv5czwyylpf3xen08pmvsfsgtru4wf3zvc9uxat2sm0,,1,10563713.914204,1758,401.48734,340.0,61.48733964,1877.183491,0.04,False,,6009.0,21.4,18.1,3.3,0.08,False,,
pool1k7zrx5rw6cvef9m5qtp9sy4e53u93kwqx73ykz7md9gmwgf56yk,,1,10555505.92073,13,367.91525,340.0,27.91524985,3131.524985,0.01,False,,811962.0,11.7,10.9,0.9,0.08,False,,
pool1qkd5y9azf2xx0gmrj68lrkcn59ldjmnpzd3y2rq3tvjp2vqljan,,1,10516763.793146,531,371.066674,340.0,31.06667368,3446.667368,0.01,False,,19806.0,10.8,9.9,0.9,0.08,False,,
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,,1,10206821.553986,1480,402.79991,340.0,62.799910147,2505.514143,0.029,False,,6897.0,16.1,13.6,2.5,0.08,False,,
pool1ty7lh3nvtwxlcpqg2x30fkr3j9ys6nprztr9m4zp3aajxyjk2vz,,1,9930816.420128,554,367.927116,340.0,27.92711634,3132.711634,0.01,False,,17926.0,11.7,10.9,0.9,0.08,False,,
pool1u0mc9ywfxl529atxyajuz3pgqnwgnk6w7lejjmjg22ucvn7z9vh,,1,9896492.940267,1865,439.145825,340.0,99.14582488,2818.645622,0.04,False,,5306.0,15.6,12.1,3.5,0.08,False,,
pool1u4sxd6x0qsy7evljt24vtnyhpxd098n609sfcmly6c096mr3jgq,,1,9584003.589152,592,395.552554,340.0,55.5525536589,3131.585611,0.0199,False,,16189.0,12.6,10.9,1.8,0.08,False,,
pool1zj4h7kc6v53q9r8x3fwzfuayf2frwme8u5k86gu0uzeeuvqxgul,,1,9565537.319505,1478,376.201992,340.0,36.20199194999999,1546.733065,0.03,False,,6472.0,24.3,22.0,2.3,0.08,False,,
pool1heks0vmxkfka2amg9c8yn8qdsxvgmzelfx6jhpfkj8ht5mn0r2m,,1,9297203.20154,519,402.798436,340.0,62.79843607700001,2505.463313,0.029,False,,17914.0,16.1,13.6,2.5,0.07,False,,
pool1mwp8ewtzmun0426v9z0h9um2amswgfzn78rckfl2fc3t5sy0m5g,,1,9227557.487201,47,364.784822,340.0,24.784821710000003,2818.482171,0.01,False,,196331.0,12.9,12.1,0.9,0.07,False,,
pool1zytydvyy3qztrs8l2xyggvkfcjctp23m2hc3aj7sudnzgny79cg,,1,9193441.904177,917,352.258839,340.0,12.25883895,1565.883895,0.01,False,,10026.0,22.5,21.7,0.8,0.07,False,,
pool1lxqewhueg4hzyad766zhdwsjet5348ww8mzejf6fprxaw8wfq5s,,1,8815030.609964,65,370.792806,340.0,30.79280582,1879.640291,0.02,False,,135616.0,19.7,18.1,1.6,0.07,False,,
MUEN,MUEN,1,8688168.839673,61,395.832937,340.0,55.83293674,3131.646837,0.02,True,Low pledge,142429.0,12.6,10.9,1.8,0.07,False,community_branded_fleet,"Automated discovery via pool group and reward address clustering. 3 pools identified, total stake 34,156,256 ADA. Community multi-pool operator pattern detected."
pool1c3kxs76qj58284f923cx7ed8vw25en3nfghyurv0z9m2g3x9c4j,,1,8636629.459205,47,423.343417,340.0,83.34341685,2192.07593,0.045,False,,183758.0,19.3,15.5,3.8,0.07,False,,
pool1qgmwcxs8d8qmr0vtvsqd9u8gugrventh5dcqukmu79e2sgfuu8t,,1,8624050.556559,5766,333.800205,170.0,163.80020455,3446.004091,0.05,False,,1496.0,9.7,4.9,4.8,0.07,False,,
pool1dpu6kslgxlg3ccrwxldl8e6r7ylnq0yalafmucp0yc7k6qegtt0,,1,8503363.758339,417,289.279338,250.0,39.279338058,4384.667164,0.0095,False,,20392.0,6.6,5.7,0.9,0.07,False,,
pool1mkjtce8r8yeku0mmc9vpwl0scuwuwc8lz89ckpj3k0kwgvlunv5,,1,8495354.222182,4150,463.924005,340.0,123.92400505,2818.480101,0.05,False,,2047.0,16.5,12.1,4.4,0.07,False,,
pool1rcd7qslz3xnpnk9u6tcwegy5r2574uf8suqu24ptg637jha3sr5,,1,8268783.60197,143,389.567468,340.0,49.5674684,2818.37342,0.02,False,,57824.0,13.8,12.1,1.8,0.07,False,,
pool1a3kdettzvvlqvkl9m9hwe63ggeq5fgvz0twqew5c62dzx99vsed,,1,7894633.251131,1113,361.654629,340.0,21.65462912,2505.462912,0.01,False,,7093.0,14.4,13.6,0.9,0.06,False,,
pool1ea34czsr90yc63fmv4gj4tetp7ds7c4jhpj6vqg4yw40wvygdl3,,1,7832964.893466,348,249.454459,170.0,79.45445921999999,2818.481974,0.03,False,,22509.0,8.9,6.0,2.8,0.06,False,,
pool1cc76kmtcpf6vht32ya5ke9er74dnpy4jh5qpy4klqwp87ygdsu6,,1,7758082.239702,1466,384.728605,340.0,44.72860506800001,1882.365692,0.029,False,,5292.0,20.4,18.1,2.4,0.06,False,,
pool1svszcjg5xaxt5mq7ue2llm26ndt74dslvev04g6kwdmvyf0t657,,1,7642583.005382,46,367.927317,340.0,27.92731717,3132.731717,0.01,False,,166143.0,11.7,10.9,0.9,0.06,False,,
pool1enul577he3e0s500lv8z98m6k936uecz2rpckxxmmk8c7k0n2rd,,1,7454212.876713,635,350.136927,340.0,10.136927073,939.81817,0.0169,False,,11739.0,37.3,36.2,1.1,0.06,False,,
pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,,1,7423733.698518,718,355.389146,340.0,15.389146060000002,1878.914606,0.01,False,,10339.0,18.9,18.1,0.8,0.06,False,,
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,,1,7179657.030765,94,448.309226,340.0,108.3092258,2506.184516,0.05,False,,76379.0,17.9,13.6,4.3,0.06,False,,
pool1q9kwa675j2z53jecrs6pn3fqsc9ypxrsypu5dgu6hammqkagy22,,1,7156579.267014,106,355.389881,340.0,15.38988053,1878.988053,0.01,False,,67515.0,18.9,18.1,0.8,0.06,False,,
pool1a3ekt9me035qgju0en2w39vjns9ggtewnc9fugsmpgczvgtl6u9,,1,7148611.190435,50,358.520688,340.0,18.520688180000004,2192.068818,0.01,False,,142972.0,16.4,15.5,0.8,0.06,False,,
pool16qr7dz5q4vwf3n87t4lmr0d2zlr5knexpdzkuk4trc8dwed7aw3,,1,6952215.950097,2,191.6522,170.0,21.65220038,1252.610019,0.02,False,,3476108.0,15.3,13.6,1.7,0.05,True,,
pool1qqqqzyqf8mlm70883zht60n4q6uqxg4a8x266sewv8ad2grkztl,,1,6858581.819363,1872,439.176717,340.0,99.17671736,2819.417934,0.04,False,,3664.0,15.6,12.1,3.5,0.05,False,,
pool1h59405hmvnxz2kyjpll3f65lnqhm7we3u96cws9vzzxzzws9gjc,,1,6791911.157428,597,416.946097,340.0,76.94609695000001,1878.921939,0.05,False,,11377.0,22.2,18.1,4.1,0.05,False,,
pool1qvhss6kxmtl27nr4ugvypayhvt4a4vzll8p9csdg2v8q7d22llu,,1,6789917.968288,924,370.785568,340.0,30.78556804,1879.278402,0.02,False,,7348.0,19.7,18.1,1.6,0.05,False,,
pool1lqpymyzg9glc88r7urptuv0d8t2tu9ty7xtshvxmgpu0j4lp8p3,,1,6740401.470679,2087,187.098726,170.0,17.09872637,1879.872637,0.01,False,,3230.0,10.0,9.0,0.9,0.05,False,,
pool1qqqqrwzy7njvjq9wph7usj5gghm3py9c97688ek8pgc7uem9cfz,,1,6688585.229705,1343,401.599636,340.0,61.599635680000006,1879.990892,0.04,False,,4980.0,21.4,18.1,3.3,0.05,False,,
pool1djg8jsygtculv3q2qdrxtnpxfq003pdxcvlw2pvfupq7jm5xpgp,,1,6531370.926413,133,358.253173,340.0,18.2531733,1252.658665,0.02,False,,49108.0,28.6,27.1,1.5,0.05,False,,
pool1ev8fwfccn8gr0zcz3uyps0t0mcrefc6s95wjc6aed3ngc86y5rk,,1,6404176.670981,447,351.033556,340.0,11.033556011999998,1565.950668,0.009,False,,14327.0,22.4,21.7,0.7,0.05,False,,
pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e,,1,6333512.781553,72,451.670748,340.0,111.6707483762,4074.807638,0.0299,False,,87965.0,11.1,8.3,2.7,0.05,False,,
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,,1,6128231.984335,165,375.547551,340.0,35.547550835,1565.777615,0.029,False,,37141.0,24.0,21.7,2.3,0.05,False,,
pool1ar6nsa2uzng70uf8fdrttu5jhgxzgu2f4za8h845zr435nfcruw,,1,6063395.651267,285,195.636459,170.0,25.636459125,1879.097275,0.015,False,,21275.0,10.4,9.0,1.4,0.05,False,,
pool107rsdzswa5s3y8wk5z62tgh5lhm790dsyqjp4lq66fht7qnaq9d,,1,6055113.48739,31,346.128845,340.0,6.12884506,1565.769012,0.005,False,,195326.0,22.1,21.7,0.4,0.05,False,,
pool1fxmancs3dmc9l0s7u7zrj8334m9nvzam5t5hnuuf4c7cjr6867m,,1,5990667.510328,1218,364.79454,340.0,24.79453996,2819.453996,0.01,False,,4918.0,12.9,12.1,0.9,0.05,False,,
pool1d9g45764jtjzagrmy5ndtrx4pua7l9sr4nh08l3mqs43xe6wnh9,,1,5964079.927868,16,353.689808,340.0,13.689807659999998,1252.653844,0.015,False,,372755.0,28.2,27.1,1.1,0.05,False,,
pool1j6zqawj6f58lp4p00t26eqe58gxx4pa3cudlzpkv23y92nlxjzd,,1,5887476.127856,702,253.731106,200.0,53.73110576,1879.097055,0.032,False,,8387.0,13.5,10.6,2.9,0.05,False,,
pool16jefdagcsgzyek9jytzfezx5ajvfkytjgghaps64hzz6uzkpc0e,,1,5857041.523507,34,358.521732,340.0,18.5217319,2192.17319,0.01,False,,172266.0,16.4,15.5,0.8,0.05,False,,
pool1qu48wpwwarmkewhlwge9xs87sgt8gdnqq26nnre2v6c8up4fxwr,,1,5771858.124098,221,370.792007,340.0,30.792006540000003,1879.600327,0.02,False,,26117.0,19.7,18.1,1.6,0.05,False,,
pool15k0zeppza4qzgf6z7wmwsgvl5rz9f6489zxhrxqa8dj6jzju6ct,,1,5761777.168132,608,358.522375,340.0,18.52237534,2192.237534,0.01,False,,9477.0,16.4,15.5,0.8,0.05,False,,
pool1q8a7ym63gurl72wr32je0tv0lp4p2uh8vzzc6rn6un7ryslvqmu,,1,5736528.487618,394,383.288012,340.0,43.2880123,2504.400615,0.02,False,,14560.0,15.3,13.6,1.7,0.05,False,,
5BINARIES,,1,5719959.511669,181,476.928267,340.0,136.928266678,3134.454422,0.049,True,Material pledge,31602.0,15.2,10.8,4.4,0.04,False,opaque_fleet,"Automated discovery via pool group and reward address clustering. 6 pools identified, total stake 104,353,001 ADA. Community multi-pool operator pattern detected."
pool1pnzwgsgzd6t4788sfr7dxjyusepyq9xaxnpyfcngewqf29t9ayd,,1,5679409.013689,2621,360.570966,340.0,20.5709656475,2505.364805,0.0095,False,,2167.0,14.4,13.6,0.8,0.04,False,,
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,,1,5640424.688826,587,371.113981,340.0,31.11398074,3451.398074,0.01,False,,9609.0,10.8,9.9,0.9,0.04,False,,
pool18xjkr4xpscwxsatewj9lqc6z74vw90qycjd0wrypeqej673j5u8,,1,5553797.211184,13,395.562535,340.0,55.56253482,2192.084494,0.03,False,,427215.0,18.0,15.5,2.5,0.04,False,,
pool1hjpax8lf2hmct63xxrspe9zzmmywcrzw89yg3nacu0axzy0latu,,1,5428673.313024,3,377.042885,340.0,37.042884560000005,2192.144228,0.02,False,,1809558.0,17.2,15.5,1.7,0.04,True,,
pool1hnnfvsq3xlln6vz7d2xmk6kqekd5z4ctmfpdad8g8kr0yk8kdfd,,1,5387706.712143,500,208.985275,170.0,38.9852751,2119.263755,0.02,False,,10775.0,9.9,8.0,1.8,0.04,False,,
pool18gysxqfwz4j8rm3vlh6677vs9n23prvfr7gwe88mhn5uudgx9ng,,1,5355332.002557,331,184.998146,170.0,14.99814591731,939.530319,0.01949,False,,16179.0,19.7,18.1,1.6,0.04,False,,
pool1qqqq4md2rfdt75qvh3x9cgmkrgkl74ctcj3fnxpu3ylcudl22ex,,1,5225568.303839,1179,370.779749,340.0,30.77974932,1878.987466,0.02,False,,4432.0,19.7,18.1,1.6,0.04,False,,
pool1pgmuramw9waw9ckxsvpxmcn9p6fd4xl5jmavu8jje0x5vuc00l0,,1,5220231.989153,12,404.95689,340.0,64.95688971,2505.229657,0.03,False,,435019.0,16.2,13.6,2.6,0.04,False,,
pool1y49e700dnx8lpvznmysgzw203mjq6l7um85ka4ys6x0zcwgs77w,,1,5200187.306461,32,348.590609,340.0,8.590608959999997,626.353632,0.03,False,,162506.0,55.7,54.3,1.4,0.04,False,,
pool12wpfng6cu7dz38yduaul3ngfm44xhv5xmech68m5fwe4wu77udd,,1,5099342.229122,935,208.528511,200.0,8.52851076,626.425538,0.02,False,,5454.0,33.3,31.9,1.4,0.04,False,,
pool1h6q8jj55dn6727yydlypu0rz4sflf2enxhs0thqydmddgu3shl5,,1,5048768.097276,596,202.526223,170.0,32.526222659999995,1254.207422,0.03,False,,8471.0,16.1,13.6,2.6,0.04,False,,
pool1qqlf3epa7m8780p2jx5689u2ql06tw026l5377tptk2zswrc645,,1,5047427.709547,74,376.772872,340.0,36.77287206,1565.762402,0.03,False,,68208.0,24.1,21.7,2.3,0.04,False,,
pool1wun8t7nt4daw2zgv0vj7cmwru97vsw0fccucjzuvs7y0qlc8xyv,,1,5025101.020951,3,401.288122,340.0,61.2881219,1565.762438,0.05,False,,1675034.0,25.6,21.7,3.9,0.04,True,,
pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf,,1,4618821.763231,1470,383.324462,340.0,43.324462180000005,2506.223109,0.02,False,,3142.0,15.3,13.6,1.7,0.04,False,,
pool1fh4sh2telea0tfdy39h0drx6uq566yt9gf24edpz7335sclx39z,,1,4432441.637613,992,358.261751,340.0,18.26175148,1253.087574,0.02,False,,4468.0,28.6,27.1,1.5,0.03,False,,
pool1mg37s4w4uzsmw27nsnz2mwfll8sdawngvy3n657t7nd0yjcd77e,,1,4418819.057816,972,313.158586,313.158586,0.0,313.158586,0.02,False,,4546.0,100.0,100.0,0.0,0.03,False,,
pool1nffpy6r7l4ueeedzvvzsta2vty9g6mtet6huuhfzyvndkwd35dl,,1,4321230.842323,33,352.257685,340.0,12.25768522,1565.768522,0.01,False,,130946.0,22.5,21.7,0.8,0.03,False,,
pool15f9qklmaajysmwx9n3rkgc5s2g3rfffz4x8spnedtzdgq43tpe2,,1,4299754.875509,349,197.915245,170.0,27.915245180000003,1565.762259,0.02,False,,12320.0,12.6,10.9,1.8,0.03,False,,
pool165zu45p489lpuypt4fsuc5g8l9g9ha4dddlls84jlsp3k4vsw9p,,1,4273701.755099,9,401.288732,340.0,61.28873180000001,1565.774636,0.05,False,,474856.0,25.6,21.7,3.9,0.03,False,,
pool1fyp482ntshhm9zfz4nv7pmsaeakscf5mnuzcxuvtqf6t56fc7l0,,1,4254666.323014,1879,178.669782,170.0,8.669781946999999,626.304313,0.019,False,,2264.0,28.5,27.1,1.4,0.03,False,,
pool18j287g2sccele52hhxc0csk2ghfghwndqm9yahdqnhjks840wtq,,1,4232770.585795,1130,313.182848,313.182848,0.0,313.182848,0.025,False,,3746.0,100.0,100.0,0.0,0.03,False,,
pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue,,1,4155914.995469,388,345.994577,340.0,5.99457672,939.457672,0.01,False,,10711.0,36.8,36.2,0.6,0.03,False,,
pool1les50pm26wpf8gym7cda470xgfswukzhyykvhyfsfl4dcu2ezj4,,1,4031909.569006,7,386.167667,340.0,46.16766723,1878.922241,0.03,False,,575987.0,20.6,18.1,2.5,0.03,False,,
pool1t9m69j5thv2ke9jt9hhsgxlag44z7erp2s2ukcpruwhwqarc9np,,1,4029249.492393,53,193.094456,170.0,23.09445594,939.815198,0.03,False,,76024.0,20.5,18.1,2.5,0.03,False,,
pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm,,1,4015591.469993,486,395.587056,340.0,55.58705586,2192.901862,0.03,False,,8263.0,18.0,15.5,2.5,0.03,False,,
pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0,,1,3959495.724125,19,177.69494,170.0,7.694940000000001,939.494,0.01,False,,208395.0,18.9,18.1,0.8,0.03,False,,
pool1pqm2cev326p2mrruzw9xru65uvt3r7f0rdf5gtx54zdskxqhmur,,1,3907992.13965,539,369.974687,340.0,29.97468725,939.493745,0.05,False,,7250.0,39.4,36.2,3.2,0.03,False,,
pool1gdgjzmp96kk0d0sj482655wqlq8jtc4t9xw8xzfwfx4tjyq73hw,,1,3852805.693276,29,383.350237,340.0,43.35023712,2507.511856,0.02,False,,132855.0,15.3,13.6,1.7,0.03,False,,
pool1jpz5m45ff4r6tnq7n5tw63fkhpmw3cyv8sn569w24x8lj3kl68c,,1,3826704.482507,349,177.694939,170.0,7.69493851,939.493851,0.01,False,,10965.0,18.9,18.1,0.8,0.03,False,,
pool1nhls8e9swnyshldgjknku4npreax075nw0ltrkmrarh4w3skxt9,,1,3784685.672505,582,354.995359,340.0,14.99535885,939.814354,0.025,False,,6503.0,37.8,36.2,1.6,0.03,False,,
pool1peayemzlkmcwn64c455mx8sxdaztq0xuv9hdxlp0kcsxz57up3z,,1,3774090.655904,41,345.996383,340.0,5.99638322,939.638322,0.01,False,,92051.0,36.8,36.2,0.6,0.03,False,,
